GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
0400000US41,41,Oregon,3158246,399,291153,3379,2867093,3470,1548635,518,268225,3187,1280410,3314,466578,713,17984,1078,448594,1327,522397,661,54418,1453,467979,1502,261094,377,49521,1105,211573,1158,187691,414,81679,1190,106012,1201,110875,301,64623,1125,46252,1141,1609611,433,22928,893,1586683,923,453514,602,3398,487,450116,721,518494,528,8146,570,510348,809,281080,395,5258,487,275822,639,204991,444,3149,383,201842,573,151532,370,2977,314,148555,491
0400000US42,42,Pennsylvania,10096921,592,803420,4535,9293501,4717,4879626,759,751946,4484,4127680,4576,1451376,874,43600,1681,1407776,1951,1619230,878,146049,2515,1473181,2713,866672,436,127851,2213,738821,2198,558318,364,216922,2063,341396,2018,384030,285,217524,1565,166506,1545,5217295,634,51474,1196,5165821,1281,1411565,698,7426,571,1404139,865,1650408,564,20901,923,1629507,1041,916648,398,11146,578,905502,616,637555,352,5284,399,632271,483,601119,387,6717,450,594402,638
0400000US44,44,Rhode Island,842241,319,59535,1389,782706,1451,401859,399,55749,1315,346110,1414,127236,433,3367,474,123869,642,132670,313,10157,723,122513,710,69275,193,9511,586,59764,578,43613,139,16058,608,27555,593,29065,133,16656,541,12409,515,440382,277,3786,371,436596,438,127344,286,753,230,126591,356,140219,234,1365,270,138854,329,75353,220,637,152,74716,273,49726,175,358,104,49368,210,47740,137,673,173,47067,223
0400000US45,45,South Carolina,3772087,1141,367921,3174,3404166,3705,1796868,1119,334153,2599,1462715,2965,541631,1153,26175,1536,515456,1901,601807,674,78738,1685,523069,1790,301066,426,64844,1481,236222,1523,227743,447,95121,1471,132622,1465,124621,308,69275,1074,55346,1085,1975219,720,33768,1285,1941451,1526,548587,692,7279,632,541308,935,641424,581,14758,970,626666,1077,342316,411,7313,638,335003,790,261325,405,2585,283,258740,491,181567,314,1833,252,179734,438
0400000US46,46,South Dakota,641817,400,60330,1244,581487,1280,319801,556,55159,1090,264642,1218,100284,551,4382,399,95902,607,102793,468,12679,592,90114,710,56474,250,10140,505,46334,540,35928,168,14872,505,21056,528,24322,135,13086,405,11236,391,322016,461,5171,468,316845,617,94184,456,1154,228,93030,497,99268,409,2065,261,97203,474,56696,332,1075,224,55621,359,36636,194,420,108,36216,214,35232,155,457,116,34775,184
0400000US47,47,Tennessee,5081551,1119,441554,3579,4639997,3607,2435631,1348,403708,3328,2031923,3521,738042,1417,30205,1355,707837,1711,846109,1160,92011,1902,754098,2291,405813,736,81442,1478,324371,1638,283136,706,113314,1713,169822,1812,162531,471,86736,1442,75795,1362,2645920,942,37846,1503,2608074,1854,749103,937,7042,703,742061,1237,881421,955,16230,940,865191,1339,447707,519,8321,718,439386,967,322018,557,3753,393,318265,676,245671,466,2500,312,243171,578
0400000US48,48,Texas,20115418,1824,1482871,9429,18632547,9620,9858524,2045,1330503,8468,8528021,8688,3395100,2310,145835,3912,3249265,4341,3565839,1680,347587,4542,3218252,4539,1470142,869,246635,3068,1223507,3148,896502,895,328429,3128,568073,3135,530941,931,262017,2245,268924,2461,10256894,1346,152368,2841,10104526,3265,3289583,1356,34844,1474,3254739,1975,3613144,1202,67385,2022,3545759,2373,1565704,927,30137,1053,1535567,1451,1019110,922,11555,664,1007555,1050,769353,866,8447,587,760906,1034
0400000US49,49,Utah,2078401,452,125074,2007,1953327,2225,1034196,518,116799,1939,917397,2126,396013,517,10367,795,385646,968,357224,398,25250,1078,331974,1091,139185,251,20640,845,118545,891,86513,232,30630,784,55883,788,55261,177,29912,731,25349,742,1044205,438,8275,529,1035930,701,385633,428,2106,363,383527,538,349261,429,3240,399,346021,549,143990,240,1514,197,142476,314,94677,216,741,141,93936,254,70644,234,674,166,69970,287
0400000US50,50,Vermont,504444,181,40145,847,464299,850,245933,233,37044,772,208889,792,70641,254,1570,245,69071,338,78470,263,7340,446,71130,502,46787,149,7350,341,39437,348,31756,142,10987,436,20769,451,18279,123,9797,371,8482,381,258511,241,3101,295,255410,379,68139,288,326,109,67813,313,81377,266,1112,174,80265,299,49479,227,872,160,48607,286,33545,158,410,91,33135,185,25971,121,381,95,25590,162
0400000US51,51,Virginia,6388866,2045,688536,5202,5700330,5741,3069326,1971,598533,4299,2470793,4802,946524,1799,58859,1884,887665,2410,1089569,1570,175511,3037,914058,3508,509441,678,118236,1960,391205,1976,329653,578,138276,1753,191377,1927,194139,567,107651,1186,86488,1172,3319540,1300,90003,1996,3229537,2332,959272,1247,19801,1024,939471,1544,1144405,1217,42837,1285,1101568,1756,551788,557,17914,687,533874,776,376829,568,5738,509,371091,815,287246,506,3713,374,283533,637
0400000US53,53,Washington,5505731,1298,541122,3796,4964609,4090,2712141,1307,488697,3589,2223444,3664,849122,1146,41659,1459,807463,1684,941717,760,118745,1778,822972,1710,453141,310,97418,2137,355723,2178,296281,383,130523,1733,165758,1747,171880,377,100352,1329,71528,1339,2793590,850,52425,1340,2741165,1653,821593,768,10122,697,811471,1010,934831,549,20567,968,914264,1163,476287,377,12272,781,464015,929,323105,391,5542,428,317563,529,237774,364,3922,395,233852,519
0400000US54,54,West Virginia,1458864,586,138508,1992,1320356,2060,713706,602,130097,1858,583609,1983,195514,565,7439,560,188075,745,236139,613,28434,1102,207705,1211,130797,315,23868,861,106929,892,94383,292,39251,1078,55132,1117,56873,244,31105,789,25768,765,745158,616,8411,516,736747,803,187119,535,1322,251,185797,575,235731,496,3586,369,232145,532,137238,408,1793,268,135445,456,102018,356,914,171,101104,455,83052,251,796,167,82256,319
0400000US55,55,Wisconsin,4466699,368,350330,2695,4116369,2701,2200554,575,325793,2748,1874761,2912,656442,665,21240,873,635202,1109,747411,624,63424,1373,683987,1613,393746,428,59570,1289,334176,1386,243668,335,94226,1306,149442,1359,159287,280,87333,956,71954,884,2266145,460,24537,800,2241608,935,631848,495,3979,358,627869,678,740987,491,10477,623,730510,865,399541,331,5445,362,394096,469,261452,336,1986,297,259466,403,232317,316,2650,296,229667,423
0400000US56,56,Wyoming,442186,558,46540,1263,395646,1407,224242,648,42976,1193,181266,1228,70788,616,4073,501,66715,704,72456,413,10535,716,61921,776,40902,348,8364,561,32538,565,25313,154,11488,550,13825,543,14783,143,8516,382,6267,375,217944,524,3564,352,214380,636,64740,477,664,204,64076,513,68991,471,1329,223,67662,532,40070,281,982,205,39088,317,25093,173,303,118,24790,188,19050,146,286,93,18764,168
0400000US72,72,Puerto Rico,2736149,303,83641,1858,2652508,1891,1277542,271,79410,1719,1198132,1775,386127,402,3807,577,382320,687,420352,427,12324,789,408028,953,197691,31,14491,719,183200,719,161108,*****,21425,932,139683,932,112264,*****,27363,977,84901,977,1458607,143,4231,464,1454376,497,394223,148,659,187,393564,248,472959,143,1626,338,471333,360,235176,54,775,169,234401,179,196523,*****,534,135,195989,136,159726,*****,637,144,159089,146
